Price,Area,Location,No. of Bedrooms,City,Locality,Latitude,Longitude,Property_Type,Furnishing_Status,Unnamed: 0,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
39357545,2908,Banjara Hills,3,Hyderabad,Banjara Hills,17.42873,78.479323,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5778011,1000,Nizampet,2,Hyderabad,Nizampet,17.510688,78.388927,Villa,Unfurnished,,,,,,,,,,,,,,,
6159623,1047,SR Nagar,2,Hyderabad,SR Nagar,17.429271,78.44617,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6918929,1376,Uppal,3,Hyderabad,Uppal,17.406021,78.549404,Apartment,Unfurnished,,,,,,,,,,,,,,,
6854412,1049,Kukatpally,2,Hyderabad,Kukatpally,17.498991,78.397088,Apartment,Unfurnished,,,,,,,,,,,,,,,
7433860,1237,Kukatpally,3,Hyderabad,Kukatpally,17.493005,78.388803,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
16679609,2896,Kondapur,4,Hyderabad,Kondapur,17.468144,78.361688,Villa,Semi-Furnished,,,,,,,,,,,,,,,
3755681,919,Kukatpally,2,Hyderabad,Kukatpally,17.489678,78.399829,Apartment,Unfurnished,,,,,,,,,,,,,,,
10062443,1967,Ameerpet,4,Hyderabad,Ameerpet,17.43223,78.438957,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
3849835,928,LB Nagar,2,Hyderabad,LB Nagar,17.348223,78.54729,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9430368,1816,Kompally,3,Hyderabad,Kompally,17.559232,78.489629,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5883500,1375,Kukatpally,3,Hyderabad,Kukatpally,17.500573,78.408109,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
45601126,3365,Banjara Hills,4,Hyderabad,Banjara Hills,17.414199,78.474065,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10159953,1743,Kukatpally,3,Hyderabad,Kukatpally,17.500457,78.402805,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6391398,1500,Kompally,3,Hyderabad,Kompally,17.55375,78.481224,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4506295,965,Nizampet,2,Hyderabad,Nizampet,17.502391,78.384712,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
29657718,2138,Banjara Hills,4,Hyderabad,Banjara Hills,17.428191,78.482105,Penthouse,Semi-Furnished,,,,,,,,,,,,,,,
5797243,1151,Kompally,2,Hyderabad,Kompally,17.541067,78.497557,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
5867138,1382,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.377748,78.515902,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6843918,1170,Uppal,2,Hyderabad,Uppal,17.408597,78.54912,Apartment,Unfurnished,,,,,,,,,,,,,,,
26068712,2381,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.423271,78.410306,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
10601132,1776,Ameerpet,3,Hyderabad,Ameerpet,17.437599,78.450253,Apartment,Unfurnished,,,,,,,,,,,,,,,
3766177,720,Uppal,1,Hyderabad,Uppal,17.413345,78.560069,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
7811149,1621,Secunderabad,3,Hyderabad,Secunderabad,17.447381,78.505777,Apartment,Unfurnished,,,,,,,,,,,,,,,
18544303,2687,Madhapur,4,Hyderabad,Madhapur,17.453822,78.38521,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6074487,1299,SR Nagar,3,Hyderabad,SR Nagar,17.427993,78.449464,Apartment,Unfurnished,,,,,,,,,,,,,,,
10138160,1851,Kompally,3,Hyderabad,Kompally,17.541292,78.486614,Apartment,Unfurnished,,,,,,,,,,,,,,,
5237877,1041,Kukatpally,2,Hyderabad,Kukatpally,17.492343,78.389277,Apartment,Unfurnished,,,,,,,,,,,,,,,
10999390,1832,Nizampet,4,Hyderabad,Nizampet,17.514483,78.380263,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
7809961,1461,Miyapur,3,Hyderabad,Miyapur,17.505631,78.366565,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
22922839,2421,Jubilee Hills,4,Hyderabad,Jubilee Hills,17.433313,78.402157,Penthouse,Unfurnished,,,,,,,,,,,,,,,
18353918,3484,Kondapur,3,Hyderabad,Kondapur,17.456727,78.362238,Apartment,Unfurnished,,,,,,,,,,,,,,,
5523229,1172,LB Nagar,2,Hyderabad,LB Nagar,17.341068,78.545736,Apartment,Unfurnished,,,,,,,,,,,,,,,
5140449,1058,Uppal,2,Hyderabad,Uppal,17.414245,78.550986,Apartment,Unfurnished,,,,,,,,,,,,,,,
5004647,998,Uppal,2,Hyderabad,Uppal,17.409397,78.554037,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
13779311,1809,Gachibowli,3,Hyderabad,Gachibowli,17.445643,78.346179,Apartment,Unfurnished,,,,,,,,,,,,,,,
12429108,2592,Kondapur,4,Hyderabad,Kondapur,17.459629,78.365981,Penthouse,Unfurnished,,,,,,,,,,,,,,,
3877360,879,Uppal,2,Hyderabad,Uppal,17.409084,78.558029,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
17842053,3319,Kondapur,3,Hyderabad,Kondapur,17.457779,78.356028,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
13436494,2954,Kondapur,4,Hyderabad,Kondapur,17.471009,78.35795,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5363563,1275,LB Nagar,3,Hyderabad,LB Nagar,17.355402,78.545174,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8253933,1250,Secunderabad,3,Hyderabad,Secunderabad,17.444519,78.507874,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9626180,1603,Banjara Hills,3,Hyderabad,Banjara Hills,17.42888,78.469174,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8789482,1839,Bachupally,3,Hyderabad,Bachupally,17.5422,78.376603,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
28692629,3401,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.441239,78.402574,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
35033149,3226,Banjara Hills,3,Hyderabad,Banjara Hills,17.415641,78.466698,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
9772759,1538,Secunderabad,3,Hyderabad,Secunderabad,17.438589,78.504925,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
13754766,2797,Madhapur,4,Hyderabad,Madhapur,17.445052,78.387455,Villa,Unfurnished,,,,,,,,,,,,,,,
5815603,1568,Kukatpally,3,Hyderabad,Kukatpally,17.489339,78.406092,Apartment,Unfurnished,,,,,,,,,,,,,,,
11125925,1840,Manikonda,3,Hyderabad,Manikonda,17.409868,78.380158,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
18333540,3172,Madhapur,4,Hyderabad,Madhapur,17.439061,78.391921,Apartment,Unfurnished,,,,,,,,,,,,,,,
3514815,854,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.363228,78.523803,Apartment,Unfurnished,,,,,,,,,,,,,,,
4400070,1000,Uppal,2,Hyderabad,Uppal,17.40659,78.549344,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7239689,1321,Ameerpet,3,Hyderabad,Ameerpet,17.447112,78.446163,Apartment,Unfurnished,,,,,,,,,,,,,,,
6774927,1240,Uppal,3,Hyderabad,Uppal,17.414313,78.563319,Villa,Unfurnished,,,,,,,,,,,,,,,
12803820,1408,Hitech City,3,Hyderabad,Hitech City,17.441303,78.373895,Villa,Semi-Furnished,,,,,,,,,,,,,,,
5570034,1542,Miyapur,3,Hyderabad,Miyapur,17.49771,78.356822,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
4429211,1043,Kompally,2,Hyderabad,Kompally,17.549748,78.499803,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9129459,1316,Kukatpally,3,Hyderabad,Kukatpally,17.501424,78.394401,Apartment,Unfurnished,,,,,,,,,,,,,,,
8004889,1200,Secunderabad,3,Hyderabad,Secunderabad,17.43727,78.5027,Villa,Fully-Furnished,,,,,,,,,,,,,,,
13795738,2238,Hitech City,3,Hyderabad,Hitech City,17.450367,78.36684,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4169337,816,Uppal,2,Hyderabad,Uppal,17.414143,78.55858,Apartment,Unfurnished,,,,,,,,,,,,,,,
5182139,1403,LB Nagar,3,Hyderabad,LB Nagar,17.352793,78.549981,Apartment,Unfurnished,,,,,,,,,,,,,,,
6651620,1099,Nizampet,2,Hyderabad,Nizampet,17.514873,78.391722,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7814227,1456,Uppal,3,Hyderabad,Uppal,17.401543,78.55537,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
18752662,1919,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.432302,78.400735,Apartment,Unfurnished,,,,,,,,,,,,,,,
9189671,1778,Bachupally,3,Hyderabad,Bachupally,17.552489,78.383962,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
5014471,1146,Kompally,2,Hyderabad,Kompally,17.54432,78.486683,Apartment,Unfurnished,,,,,,,,,,,,,,,
10644163,1614,Kompally,3,Hyderabad,Kompally,17.549245,78.485428,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
3803316,898,LB Nagar,2,Hyderabad,LB Nagar,17.352345,78.545313,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4550369,955,Kompally,2,Hyderabad,Kompally,17.550694,78.496311,Apartment,Unfurnished,,,,,,,,,,,,,,,
8636730,1868,Kukatpally,3,Hyderabad,Kukatpally,17.496555,78.391861,Apartment,Unfurnished,,,,,,,,,,,,,,,
6920808,1868,Kompally,3,Hyderabad,Kompally,17.558086,78.483757,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6615969,1548,Miyapur,3,Hyderabad,Miyapur,17.505572,78.35551,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7234653,1251,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.361638,78.532791,Apartment,Unfurnished,,,,,,,,,,,,,,,
25546908,3277,Gachibowli,3,Hyderabad,Gachibowli,17.430824,78.350118,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9044661,1720,Kukatpally,3,Hyderabad,Kukatpally,17.488126,78.407565,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
3129888,866,LB Nagar,2,Hyderabad,LB Nagar,17.349027,78.54215,Apartment,Unfurnished,,,,,,,,,,,,,,,
41609376,3076,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.428947,78.415364,Apartment,Unfurnished,,,,,,,,,,,,,,,
6768969,1644,Miyapur,3,Hyderabad,Miyapur,17.496877,78.353218,Apartment,Unfurnished,,,,,,,,,,,,,,,
8438094,1693,Ameerpet,3,Hyderabad,Ameerpet,17.4336,78.453228,Apartment,Unfurnished,,,,,,,,,,,,,,,
6674664,1024,Kukatpally,2,Hyderabad,Kukatpally,17.487259,78.39875,Apartment,Unfurnished,,,,,,,,,,,,,,,
5078586,1021,SR Nagar,2,Hyderabad,SR Nagar,17.4387,78.464227,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8842360,1592,Nizampet,3,Hyderabad,Nizampet,17.51328,78.397569,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6636274,1254,Kompally,3,Hyderabad,Kompally,17.55408,78.4887,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
8418595,1624,Miyapur,3,Hyderabad,Miyapur,17.500799,78.354269,Apartment,Unfurnished,,,,,,,,,,,,,,,
7487637,1485,Gachibowli,3,Hyderabad,Gachibowli,17.449668,78.345156,Apartment,Unfurnished,,,,,,,,,,,,,,,
7759868,1408,Bachupally,3,Hyderabad,Bachupally,17.535728,78.386439,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6036134,1089,Nizampet,2,Hyderabad,Nizampet,17.51302,78.385267,Apartment,Unfurnished,,,,,,,,,,,,,,,
21595792,2963,Hitech City,3,Hyderabad,Hitech City,17.444968,78.373832,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5849474,1451,LB Nagar,3,Hyderabad,LB Nagar,17.348119,78.542427,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7381220,1554,SR Nagar,3,Hyderabad,SR Nagar,17.421859,78.46434,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
3354426,915,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.375934,78.519779,Apartment,Unfurnished,,,,,,,,,,,,,,,
9740723,1624,Secunderabad,3,Hyderabad,Secunderabad,17.430014,78.494199,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
10244240,1293,Hitech City,3,Hyderabad,Hitech City,17.448124,78.365666,Villa,Unfurnished,,,,,,,,,,,,,,,
6571532,1191,Manikonda,2,Hyderabad,Manikonda,17.407528,78.38372,Apartment,Unfurnished,,,,,,,,,,,,,,,
9840293,1307,Hitech City,3,Hyderabad,Hitech City,17.446583,78.370689,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
26752753,2040,Jubilee Hills,4,Hyderabad,Jubilee Hills,17.423502,78.405075,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4353307,734,Uppal,1,Hyderabad,Uppal,17.400976,78.558301,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4893299,1174,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.362625,78.530871,Apartment,Unfurnished,,,,,,,,,,,,,,,
11045039,1914,Ameerpet,4,Hyderabad,Ameerpet,17.429857,78.440202,Apartment,Unfurnished,,,,,,,,,,,,,,,
9179511,1621,Kondapur,3,Hyderabad,Kondapur,17.474049,78.362111,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
12851018,2139,Madhapur,3,Hyderabad,Madhapur,17.454957,78.384266,Villa,Unfurnished,,,,,,,,,,,,,,,
4334061,912,SR Nagar,2,Hyderabad,SR Nagar,17.422512,78.451146,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6428237,1100,Miyapur,2,Hyderabad,Miyapur,17.487052,78.35354,Apartment,Unfurnished,,,,,,,,,,,,,,,
10791448,1938,Kukatpally,4,Hyderabad,Kukatpally,17.490506,78.393795,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
5245018,1016,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.366811,78.523776,Apartment,Unfurnished,,,,,,,,,,,,,,,
7883868,1283,Miyapur,3,Hyderabad,Miyapur,17.504432,78.366784,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6043295,1189,Kukatpally,2,Hyderabad,Kukatpally,17.488294,78.389932,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
11252778,1937,Ameerpet,4,Hyderabad,Ameerpet,17.434316,78.450464,Villa,Semi-Furnished,,,,,,,,,,,,,,,
10115500,1765,Bachupally,3,Hyderabad,Bachupally,17.541098,78.378318,Apartment,Unfurnished,,,,,,,,,,,,,,,
18213421,3350,Madhapur,4,Hyderabad,Madhapur,17.451509,78.386131,Penthouse,Semi-Furnished,,,,,,,,,,,,,,,
6946918,1492,Kukatpally,3,Hyderabad,Kukatpally,17.499554,78.401691,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
16812402,2434,Banjara Hills,3,Hyderabad,Banjara Hills,17.42489,78.471402,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4953669,1062,Secunderabad,2,Hyderabad,Secunderabad,17.438606,78.501632,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
20743023,1951,Banjara Hills,4,Hyderabad,Banjara Hills,17.42471,78.478744,Villa,Unfurnished,,,,,,,,,,,,,,,
3649639,732,LB Nagar,1,Hyderabad,LB Nagar,17.357702,78.559777,Apartment,Unfurnished,,,,,,,,,,,,,,,
7251841,1429,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.361767,78.531255,Apartment,Unfurnished,,,,,,,,,,,,,,,
8862255,1491,Ameerpet,3,Hyderabad,Ameerpet,17.444102,78.446806,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
5572387,1261,SR Nagar,3,Hyderabad,SR Nagar,17.422,78.446626,Apartment,Unfurnished,,,,,,,,,,,,,,,
3452875,871,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.363347,78.533793,Apartment,Unfurnished,,,,,,,,,,,,,,,
16549650,2456,Hitech City,4,Hyderabad,Hitech City,17.444191,78.370779,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6645663,1062,Manikonda,2,Hyderabad,Manikonda,17.406533,78.391701,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4546938,1098,Miyapur,2,Hyderabad,Miyapur,17.498007,78.355305,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
16510781,2781,Gachibowli,4,Hyderabad,Gachibowli,17.449183,78.356285,Penthouse,Semi-Furnished,,,,,,,,,,,,,,,
12603217,2490,Gachibowli,3,Hyderabad,Gachibowli,17.432936,78.358188,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
9473906,1562,Manikonda,3,Hyderabad,Manikonda,17.404332,78.380676,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6137875,1359,Uppal,3,Hyderabad,Uppal,17.405988,78.554146,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
13280552,1392,Banjara Hills,3,Hyderabad,Banjara Hills,17.431664,78.474595,Apartment,Unfurnished,,,,,,,,,,,,,,,
6969961,1341,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.367456,78.516784,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4963446,981,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.359498,78.52545,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5440291,1345,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.36668,78.517536,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5759793,975,SR Nagar,2,Hyderabad,SR Nagar,17.421943,78.44621,Apartment,Unfurnished,,,,,,,,,,,,,,,
21500854,2511,Madhapur,4,Hyderabad,Madhapur,17.445992,78.401315,Villa,Fully-Furnished,,,,,,,,,,,,,,,
9649541,1639,Miyapur,3,Hyderabad,Miyapur,17.49072,78.34966,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9350829,1632,Gachibowli,3,Hyderabad,Gachibowli,17.440271,78.344519,Penthouse,Fully-Furnished,,,,,,,,,,,,,,,
5576749,1320,Kukatpally,3,Hyderabad,Kukatpally,17.49933,78.399439,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
6917787,1530,Manikonda,3,Hyderabad,Manikonda,17.402077,78.387154,Apartment,Unfurnished,,,,,,,,,,,,,,,
26690177,2798,Banjara Hills,4,Hyderabad,Banjara Hills,17.41689,78.481377,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
3955270,902,LB Nagar,2,Hyderabad,LB Nagar,17.341273,78.550409,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7528757,1333,Kukatpally,3,Hyderabad,Kukatpally,17.489309,78.394815,Apartment,Unfurnished,,,,,,,,,,,,,,,
5549164,971,SR Nagar,2,Hyderabad,SR Nagar,17.425968,78.450442,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4819487,1054,Uppal,2,Hyderabad,Uppal,17.407476,78.564875,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4108984,881,Uppal,2,Hyderabad,Uppal,17.406288,78.562754,Villa,Fully-Furnished,,,,,,,,,,,,,,,
6445798,1378,Secunderabad,3,Hyderabad,Secunderabad,17.433941,78.498336,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
16711351,2548,Gachibowli,4,Hyderabad,Gachibowli,17.436016,78.344957,Apartment,Unfurnished,,,,,,,,,,,,,,,
6833397,1554,Secunderabad,3,Hyderabad,Secunderabad,17.442404,78.494177,Apartment,Unfurnished,,,,,,,,,,,,,,,
11661376,1235,Hitech City,3,Hyderabad,Hitech City,17.448346,78.357203,Apartment,Unfurnished,,,,,,,,,,,,,,,
6129533,1359,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.37619,78.525511,Apartment,Unfurnished,,,,,,,,,,,,,,,
5068827,959,Ameerpet,2,Hyderabad,Ameerpet,17.432928,78.455769,Apartment,Unfurnished,,,,,,,,,,,,,,,
7576821,1695,Nizampet,3,Hyderabad,Nizampet,17.509882,78.388147,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
11199999,1735,Kompally,3,Hyderabad,Kompally,17.549972,78.48302,Apartment,Unfurnished,,,,,,,,,,,,,,,
5307134,1004,Miyapur,2,Hyderabad,Miyapur,17.487841,78.368223,Villa,Unfurnished,,,,,,,,,,,,,,,
12724948,2497,Kondapur,3,Hyderabad,Kondapur,17.459737,78.371626,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10338484,1888,Ameerpet,3,Hyderabad,Ameerpet,17.444999,78.446201,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
23504706,2743,Madhapur,4,Hyderabad,Madhapur,17.445336,78.384956,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
17790548,2478,Gachibowli,4,Hyderabad,Gachibowli,17.430723,78.346819,Apartment,Unfurnished,,,,,,,,,,,,,,,
18083950,1439,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.433132,78.416053,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
27674692,2127,Banjara Hills,3,Hyderabad,Banjara Hills,17.425956,78.469838,Penthouse,Unfurnished,,,,,,,,,,,,,,,
5962472,1369,SR Nagar,3,Hyderabad,SR Nagar,17.439667,78.448188,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10160477,2025,Kondapur,4,Hyderabad,Kondapur,17.467237,78.373234,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7061728,1265,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.377884,78.528151,Apartment,Unfurnished,,,,,,,,,,,,,,,
12296276,1780,Hitech City,3,Hyderabad,Hitech City,17.443304,78.368162,Apartment,Unfurnished,,,,,,,,,,,,,,,
22603752,3481,Madhapur,3,Hyderabad,Madhapur,17.442943,78.39304,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4090672,1040,Secunderabad,2,Hyderabad,Secunderabad,17.440759,78.506089,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8381167,1947,SR Nagar,3,Hyderabad,SR Nagar,17.421833,78.446611,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6155192,1417,Kukatpally,3,Hyderabad,Kukatpally,17.495474,78.402925,Villa,Unfurnished,,,,,,,,,,,,,,,
6317914,1256,Ameerpet,3,Hyderabad,Ameerpet,17.442571,78.43974,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10376147,1984,Ameerpet,4,Hyderabad,Ameerpet,17.439804,78.452128,Villa,Semi-Furnished,,,,,,,,,,,,,,,
14558376,1991,Madhapur,3,Hyderabad,Madhapur,17.440584,78.386472,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
13964718,2213,Gachibowli,3,Hyderabad,Gachibowli,17.447604,78.358833,Apartment,Unfurnished,,,,,,,,,,,,,,,
18702457,1771,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.441519,78.412955,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8521455,1734,Ameerpet,3,Hyderabad,Ameerpet,17.444001,78.440326,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
2803980,752,Dilsukhnagar,1,Hyderabad,Dilsukhnagar,17.371636,78.515904,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4140420,942,Manikonda,2,Hyderabad,Manikonda,17.399555,78.390642,Apartment,Unfurnished,,,,,,,,,,,,,,,
21896044,2873,Madhapur,4,Hyderabad,Madhapur,17.446795,78.385559,Villa,Unfurnished,,,,,,,,,,,,,,,
6229622,1146,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.363035,78.532708,Apartment,Unfurnished,,,,,,,,,,,,,,,
5415731,994,Kompally,2,Hyderabad,Kompally,17.547218,78.4852,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7682105,1816,Nizampet,4,Hyderabad,Nizampet,17.512268,78.384987,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
12962425,2103,Hitech City,3,Hyderabad,Hitech City,17.439,78.366118,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9760506,1858,SR Nagar,3,Hyderabad,SR Nagar,17.433154,78.452839,Apartment,Unfurnished,,,,,,,,,,,,,,,
7496152,1652,SR Nagar,3,Hyderabad,SR Nagar,17.433645,78.458768,Apartment,Unfurnished,,,,,,,,,,,,,,,
6414523,1129,Nizampet,2,Hyderabad,Nizampet,17.513797,78.393115,Apartment,Unfurnished,,,,,,,,,,,,,,,
4291311,931,Miyapur,2,Hyderabad,Miyapur,17.4937,78.364044,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
12836605,1496,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.425228,78.416792,Villa,Semi-Furnished,,,,,,,,,,,,,,,
18453114,2580,Gachibowli,3,Hyderabad,Gachibowli,17.439048,78.351456,Penthouse,Unfurnished,,,,,,,,,,,,,,,
10879307,1783,Manikonda,3,Hyderabad,Manikonda,17.406935,78.393288,Villa,Unfurnished,,,,,,,,,,,,,,,
6117341,1238,Kondapur,3,Hyderabad,Kondapur,17.465926,78.372946,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6769767,1162,Uppal,2,Hyderabad,Uppal,17.413083,78.555643,Apartment,Unfurnished,,,,,,,,,,,,,,,
8478520,1644,Ameerpet,3,Hyderabad,Ameerpet,17.42838,78.458152,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
23213586,1730,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.440917,78.398337,Penthouse,Unfurnished,,,,,,,,,,,,,,,
5676572,1011,Uppal,2,Hyderabad,Uppal,17.411597,78.56309,Apartment,Unfurnished,,,,,,,,,,,,,,,
7460193,1509,Manikonda,3,Hyderabad,Manikonda,17.392506,78.379089,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5609543,1478,Kompally,3,Hyderabad,Kompally,17.544688,78.481003,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5891057,947,Secunderabad,2,Hyderabad,Secunderabad,17.440575,78.507647,Apartment,Unfurnished,,,,,,,,,,,,,,,
5470853,1159,Manikonda,2,Hyderabad,Manikonda,17.40605,78.396238,Apartment,Unfurnished,,,,,,,,,,,,,,,
24717482,3288,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.435204,78.410882,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
7379657,1178,SR Nagar,2,Hyderabad,SR Nagar,17.437124,78.448764,Apartment,Unfurnished,,,,,,,,,,,,,,,
15688741,1200,Banjara Hills,3,Hyderabad,Banjara Hills,17.423765,78.476989,Villa,Semi-Furnished,,,,,,,,,,,,,,,
8568042,1883,Secunderabad,3,Hyderabad,Secunderabad,17.449626,78.503828,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
13153350,1968,Gachibowli,3,Hyderabad,Gachibowli,17.435429,78.354323,Villa,Fully-Furnished,,,,,,,,,,,,,,,
5330414,892,LB Nagar,2,Hyderabad,LB Nagar,17.348619,78.55167,Villa,Unfurnished,,,,,,,,,,,,,,,
12016194,2307,Hitech City,3,Hyderabad,Hitech City,17.4384,78.357387,Apartment,Unfurnished,,,,,,,,,,,,,,,
15608889,2319,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.426536,78.412447,Apartment,Unfurnished,,,,,,,,,,,,,,,
